b'http://images2.chictopia.com/photos/Aphrodite/7236633895/pink-dress_400.jpg',2017-09-06,b'Aphrodite',b'Sexy;Other;Summer;',b'Animal print.',b''
b'http://images0.chictopia.com/photos/Aphrodite/8863591503/white-romwecom-dress_400.jpg',2017-09-04,b'Aphrodite',b'Outdoor;Other;Summer;',b'Romwe.',b'white:Romwe.com dress;'
b'http://images2.chictopia.com/photos/gvozd/6681842264/raye-boots-shein-dress-house-of-harlow-1960-dress_400.jpg',2017-08-28,b'gvozd',b'Bohemian;Brunch;summer;',b'http://www.gvozdishe.com/2017/08/elven-garden.html',b':Raye boots;'
b'http://images2.chictopia.com/photos/Beeswonderland/7332085199/mango-shoes-h-m-dress_400.jpg',2017-08-27,b'Beeswonderland',b'Runway;Casual Party;fall;',b'More on beeswonderland.com',b':Mango shoes;'
b'http://images0.chictopia.com/photos/Beeswonderland/8580861670/zara-shoes-shein-dress_400.jpg',2017-08-23,b'Beeswonderland',b'Trendy;Brunch;summer;',b'More on beeswonderland.com',b':Zara shoes;'
b'http://images2.chictopia.com/photos/RuxandraIoana/8351837969/rosegal-dress_400.jpg',2017-08-22,b'RuxandraIoana',"b""Bohemian;Farmer's Market;summer;""",b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/08/sweet-mornings.html',b':Rosegal dress;'
b'http://images2.chictopia.com/photos/Aphrodite/3985101653/silver-zara-dress_400.jpg',2017-08-20,b'Aphrodite',b'Rocker;Work;Summer;',b'Silver dress and fur sandals by Zara.',b'silver:Zara dress;'
b'http://images0.chictopia.com/photos/braNYaudreY/7909262696/black-pasulj\xc4\x8de-dress-black-h-m-flats-black-curly-lab-necklace_400.jpg',2017-08-18,b'braNYaudreY',b'Classic;Theatre/Opera/Symphony;summer;',b'More pictures of this look you can find on my blog: http://branasdivineworld.com/',b'black:Pasulj\xc4\x8de dress;'
b'http://images0.chictopia.com/photos/Aphrodite/10416663089/black-dress_400.jpg',2017-08-18,b'Aphrodite',b'Rocker;Other;Summer;',b'Valentino.',b'black:Valentino dress;'
b'http://images2.chictopia.com/photos/gvozd/4508759516/jessica-buurman-dress_400.jpg',2017-08-18,b'gvozd',b'Bohemian;Dinner Date;summer;',b'http://www.gvozdishe.com/2017/08/pomegranate.html',b':Jessica Buurman dress;'
